"","MEs.TCx_M01","MEs.TCx_M02","MEs.TCx_M03","MEs.TCx_M04","MEs.TCx_M05","MEs.TCx_M06","MEs.TCx_M07","MEs.TCx_M08","MEs.TCx_M09","MEs.TCx_M10","MEs.TCx_M11","MEs.TCx_M12","MEs.TCx_M13","MEs.TCx_M14","MEs.TCx_M15","MEs.TCx_M16","MEs.TCx_M17","MEs.TCx_M18","MEs.TCx_M19","MEs.TCx_M20"
"496100357",0.0602226605860087,-0.0750140933268328,0.12988932157796,-0.0101685053928133,0.0489892193251838,-0.195252543976655,0.0262429402583375,0.147469572177827,-0.13101256575138,0.0961706023195212,0.0204309601773996,0.388866577591242,-0.115874434225319,-0.0760466769636827,-0.133403401227874,0.0150158783959968,0.0547050173682965,0.00706327698464176,-0.044520274340236,-0.0332326960927669
"496100378",-0.0803356231236485,-0.140686789208422,-0.036149512475939,-0.191090695080813,-0.0145537667447062,-0.127728353304227,0.0696562196280827,-0.0186626587400553,0.105702833906467,0.125654286469984,0.0187614350005645,0.0921753469650769,-0.0477952544837889,-0.0520003361528073,-0.135486368613042,0.0681102003663384,0.0293608200898671,-0.0551966803618957,0.112548331724752,0.0405760247644898
"496100379",-0.0202442147216846,-0.0115095729090306,-0.0780852685331188,-0.190524216335252,-0.00160327402708263,-0.150362839969842,0.0912112377097534,-0.0357227550592306,0.0877805703537662,0.0394886371064327,-0.0099994193945104,0.245539466871868,-0.000386479828999949,-0.087052145396968,0.012871380603942,0.0453314854871154,0.0264779410265496,0.105081863003881,0.101511765674254,-0.0153205399701719
"496100371",0.039269422982176,0.0247639475605741,0.0549769883917169,-0.0582437775605824,-0.154334276812973,-0.130382421357519,0.0901234321886698,0.0479743230480224,0.0906226181796724,-0.071159773184425,0.109600975405259,-0.0227189824745849,-0.0302665653097154,0.0548985846927886,0.0667203584183626,-0.0175538456579543,0.0437044995058533,-0.0855525696727753,-0.0289960235055793,-0.0874204610729032
"496100361",-0.0404874857219936,-0.111507238543845,-0.130855679264994,-0.15994756881615,0.130907204197059,-0.149681207960389,0.0899619693029961,-0.000535405428601953,0.0895758097998724,0.0161870988590357,0.0227267827168184,-0.0568269333523249,-0.100521966615741,-0.00115609839495023,0.0759393496816752,0.0165683296469449,0.0949651995477512,-0.0614206032086515,0.189057482868847,0.00643704470007744
"496100356",-0.00710654375429199,-0.0501669714623909,-0.0631530171877935,-0.00973886004563853,-0.0915931849517408,-0.164255656434124,0.0555596627865218,0.0622828934767141,0.0885185962143678,-0.0535620511675817,0.0436578379167543,0.200225436794921,-0.0489336375589637,-0.0519246856574605,0.128720459455198,-0.0320449835972524,0.0567301057489295,-0.0362876613056277,0.0928882735292186,0.134105696393684
"496100385",-0.00217439399431396,-0.0853957638473876,-0.0495205755841578,-0.151958494116733,0.195105389690327,-0.137845631203246,0.0797407050000288,0.0523932942056585,0.0801116424574201,0.129277303636751,-0.0659057908994909,-0.0357161644551173,-0.0554388206493446,0.00247229417613381,-0.102878558288206,0.031715873023968,0.0491393765729261,-0.0706541155328249,-0.0309323416000213,-0.00361133511388939
"496100366",0.0407295352991774,-0.103046574201452,-0.0122734374891759,0.0409782011747208,0.0327701331586202,-0.132069741588817,0.063092386884053,0.10949091469958,0.0950419098926406,-0.0995000462326965,0.0800719375216982,-0.0227814684427562,-0.192316462953904,-0.0967417591762477,0.202417585840583,-0.147394934131235,0.0289741988448643,0.114140194508953,0.0452299244799156,0.206291528523069
"496100364",0.0877712490231213,-0.0012090552694402,0.0773831970472629,0.0922061270087763,-0.115953539113579,-0.149931160684601,0.0192003810115291,0.119148159903763,-0.131022418035793,-0.0538547743629137,0.0239259123936573,-0.0599238011493397,-0.113968386381402,-0.0469881601470588,0.015337433772968,-0.104814257672983,-0.0741285817275605,0.0125088355794555,-0.0919212204174348,0.0482472205774763
"488395315",-0.0583843885428847,-0.198902568278981,-0.0848328665878662,-0.151785097579869,0.259621616341884,-0.151392996006828,0.059230786937558,0.0540325841593834,-0.12568147927755,0.18741629577535,0.0207434828629477,-0.00421351020382802,-0.150194362709535,-0.0749800501752443,-0.0647839732979687,-0.00956724138846492,0.0790185376280034,-0.0296020717238115,0.124769699996745,-0.0168086531247898
"496100422",0.0122653552816017,-0.012942232020035,0.0396139157338004,0.000844564229616751,-0.0263620899786673,-0.0404407460013908,-0.0117270586551847,0.0649211319666228,-0.133010026442113,-0.0144306870433769,0.0252149292417054,0.0223865080974389,-0.00793537810074268,-0.0323885854792843,-0.0209397794529819,-0.0121574568246478,-0.0329297588765715,-0.0660088788000721,0.0269384194868053,0.00814472169295142
"496100395",0.0260878199125889,-0.0732413342372438,7.02141590689484e-05,-0.00223564287674172,-0.150284990583623,-0.00942358507273486,0.00187510659341267,0.0516487674831727,-0.124362973748154,-0.0425763902982533,0.051501239923169,-0.016609504595545,-0.132881410728541,-0.0510771988602024,0.0787343218981281,-0.0813448072133128,0.00950837604438368,0.0680250968935465,-0.143613087558814,0.124871635592789
"496100403",0.00482588426367597,0.012784192012229,0.00722037010028129,-0.0070719886902844,0.144716772947546,0.0276162598131026,-0.0285924007120747,0.0218825615826352,0.0925189919359694,-0.0891014835459337,0.0318064121848788,-0.0529630622524803,-0.00522940334020883,0.0571033830876455,0.100045682029636,-0.0189070151148679,0.0062278276455321,-0.0570365081877409,0.180419447504351,0.0661023069751582
"496100405",-0.597607229268163,-0.132242520312355,0.0891091112237294,0.0791356112672661,0.0301646285601529,-0.0674649684368001,-0.047655660001478,0.0407722209883421,0.0744765335069605,0.0813387682266969,-0.0165744028789544,-0.00543868767090053,0.0961496270365246,-0.0420411502348894,-0.0664473230910436,0.679083150498802,0.603415839917925,0.0497530778010325,-0.0482402007560485,0.0687505064546121
"496100419",-0.0797808672307012,-0.136863127988464,-0.172000563476345,-0.210420423028179,-0.0499354304399462,0.0595413159570591,0.00834892737025164,-0.00260370616556373,0.0978519621060941,0.248445144704873,-0.0436483753930266,-0.0588021858757253,-0.0403665087742657,-0.0902909541046673,-0.0961601247743929,0.0860282161009074,0.0501842202982651,0.210860493708783,0.171000068471275,0.0720581400472191
"496100387",0.0573472167275378,0.0843559523235362,0.0326332185958474,0.0415818715509867,-0.0768100355480165,0.0419585908429206,-0.0123376821955024,0.0280604804079547,0.0903742718924293,-0.0371836844496203,-0.012294298549209,-0.0406174763285223,0.0578579059048776,0.0775255082869861,-0.0182438067849934,-0.017306112806469,-0.0531976150050243,-0.136868920024013,-0.0428113966924979,-0.100101092888797
"496100418",0.0408566164076653,0.0406285658196375,0.0711814465653316,0.0452873275340168,0.00333488527220197,-0.0235021647978855,0.000997300057843098,0.0402932914460455,0.0655196924886751,-0.0417485947718948,0.0341091548737038,-0.04943981720335,0.0325967913734332,0.146315542699898,8.92349115459263e-07,-0.0186280518970563,-0.0724487054600279,-0.134633048889261,-0.0218617927275422,-0.0742794506940639
"496100394",-0.00763023845927766,0.0137993464633025,-0.0546639200828983,0.0147684739424695,0.10327677281248,-0.000136682166353498,0.0523381619653107,-0.0127761704236414,0.0865306632061335,-0.130903418964586,0.0888889617512185,0.00164613121408072,0.0301677128033032,0.00164775754623134,0.174971523342586,-0.0252764442041242,0.0107347971750463,-0.104969424764489,0.0268503110076238,-0.042298485917527
"496100410",-0.0856898938126939,-0.0269767731515102,-0.0971435107095101,-0.188543919665991,0.107377393448459,0.00643854131224371,-0.0410716006119614,-0.037751509246254,-0.122486262452385,0.288484558815694,-0.0517928958246791,-0.0165412189555304,0.0858817671704005,-0.0333490952937956,-0.224979363979858,0.112966916172891,0.00761546078554901,-0.00793104724417076,-0.0188853990029452,0.00068568152465991
"496100414",0.116843009486505,0.134224846572841,0.103027597941964,0.174758706209065,-0.049407246962613,0.0379649723218614,-0.0218658989833532,0.107295773635663,-0.123713306714884,-0.130264878837007,0.0602476584630285,-0.0871492646707363,0.0422168355652216,-0.0196615576108028,0.14464275970968,-0.129430254308136,-0.103449558815127,-0.0200089634723662,-0.105414650536052,0.103136364645004
"496100429",0.0596924513055974,-0.042269438728239,0.154348795398014,-0.0105839888015791,0.0303631307113713,0.0426827371432624,0.00528095735275918,0.0914182629264208,0.07873577404109,0.121880527553242,-0.128018476450352,-0.0884723204515337,-0.0832196143762898,-0.064580443377154,-0.230076777089707,-0.0067478287239345,-0.0758824963065955,-0.0717931715324774,-0.109477403035333,-0.12903787514741
"496100428",0.0829956104243218,0.0593027228394381,0.111377335137453,0.0537533596756107,-0.123653469814997,0.08250308385427,0.0652863503803534,0.08111100505695,0.0919544128623383,-0.0533123581779952,-0.0349983803839578,-0.0377415354671496,-0.0340494040354817,0.284952183803382,0.0884880735415493,-0.0766237592149504,-0.0163015721712427,0.0127465439800492,-0.104310294112234,-0.0855377170327836
"496100435",0.0588378240850651,0.00278956501898091,0.0817700251329638,0.011226886830258,-0.261989105317142,0.0536568550017164,0.0287335207470667,0.0718264947388405,-0.12567297188445,0.0335045602380704,0.0484347651311201,-0.0671024456920364,-0.0550364084386897,-0.0157124482664238,-0.084985559619253,-0.0579046356638717,-0.11329141398758,-0.101219917107454,-0.0126512152886129,-0.025289798211839
"496100448",-0.468409222885191,-0.427761048479203,-0.483558528460073,0.0447566733723493,0.0574469832297547,0.002446711616732,-0.011673677463677,-0.0663147231194611,-0.122672694772483,-0.0847636275121227,0.087614963562996,0.0187726464306898,-0.0716342011923946,-0.119287439178445,0.0771536811917502,0.0415959290739586,0.29094661503857,0.043508024551208,0.310981322828806,-0.027997034845808
"496100425",0.0898606896585022,0.0074364977743999,0.152206048826639,0.117765696673078,-0.154745630261202,0.0652002075023639,-0.0164863000744998,0.154606988247114,0.0759129198496272,0.0422531576461239,-0.0879310467120403,-0.0233930874033769,-0.0949150015934347,0.128632510431988,0.00423363409722516,-0.0814771254688552,-0.0398075885463798,0.179029646411504,-0.084318010725161,-0.0563845145509582
"496100446",0.0936407608323038,0.0270033929777702,0.0263308971938552,0.19900629622862,-0.100505967548037,0.100130122319854,0.00207583847307186,0.117416319676255,0.090147251947159,-0.0801704396174663,0.160725205042966,0.191860595493802,-0.074787935843616,-0.0127477356630763,0.124423996410366,-0.117180643777238,-0.0328946640282876,0.0161398621236394,-0.0964226722250414,-0.0164621427933112
"496100451",0.141662778149903,0.0444156764698153,0.210881726278523,0.116420948817925,-0.053114028728086,0.0823784541467028,0.0253909602747154,0.167204284258278,-0.121506141642884,0.0289074811571613,-0.0258285107803361,-0.0621706596621664,-0.132742062384538,-0.0375251712255838,0.023747354897554,-0.163252901507777,-0.020489059477485,-0.0279572254499954,-0.0710805921125094,-0.20735548330026
"496100432",0.0285524268896517,-0.0166900241833594,0.0350254251303255,0.0579685611781167,0.0319731938236347,0.0717560444600263,-0.00741352024188925,0.0530595390269446,-0.122961606150213,-0.0501479037828203,-0.0654986671705107,0.0883745220794786,-0.0531345257292444,0.0562271640641892,0.0362540357016493,-0.0553308799116802,-0.0217842769593425,0.0122453428112187,0.0339975733044852,-0.107458815915254
"496100469",0.0417941233765783,0.0504880968664293,0.0557630248943729,-0.0572837653534214,0.09788181633875,-0.044258643637114,0.0388102069741899,0.000260208690315508,0.0906156739974337,0.0506347537450647,-0.0633000114599827,-0.0991724746282224,0.0573539616758976,-0.0889735275388334,-0.163046334198514,0.0435365509544883,-0.0361577910142166,-0.0535473885460564,-0.100601407155837,-0.028960833958898
"496100492",-0.0862488426258475,-0.0900329406712418,-0.0529931936535413,-0.14869523730378,-0.199936843360851,-0.105480297301568,0.040027320721148,-0.062991770802516,0.0759788659848163,0.116588715223808,-0.0772737765062446,-0.0875801500872561,-0.0105121188092139,-0.00259787421890872,-0.0672748189643695,0.0256308639880719,0.0483340891257636,-0.0745628383062926,0.115862532645415,-0.0813930412218838
"496100460",-0.0512953846917188,-0.010407171833769,-0.0894847856325111,-0.101599259272104,-0.150168438563851,-0.0235341994594035,0.0837417697213548,-0.0341652479359479,-0.115695827201049,0.0661222109540162,-0.00851207260024131,-0.0464367973440538,0.0240178705053797,0.309933694040038,-0.0421170444526246,0.0869684974835932,0.105352819185763,0.160720724316401,0.100297252018219,0.0912542278359633
"496100456",-0.059945316871688,-0.00524271277048982,-0.0515935065573395,-0.091866360336791,-0.0798128556396814,0.0025469065938246,0.0154772551956744,-0.0827058278540884,-0.119363936825916,0.0140222336651285,-0.073529236246386,-0.0268997553734754,0.0720871269906203,-0.0419620634944517,-0.0470257300380716,0.0605208900659766,2.49524118644019e-05,-0.0148863804758686,-0.0401009476355271,0.0644783435214364
"496100476",0.0207288629174042,0.0125619304134183,0.0137504450464288,0.000706404242753592,0.131920761766046,-0.0548128674052462,0.0688732844523624,-0.0360117132781538,0.0923839757630241,-0.122001039880688,-0.0374371773561916,-0.0564943163962301,-0.0351402174860325,-0.0102263539806564,0.154335202561338,-0.0908002582208958,-0.00885215445298925,-0.124919202238301,-0.0563254654629071,-0.136051191261121
"496100493",0.0227287953921444,0.0723686430283948,-0.0383446242797625,-0.023892106408428,0.0399296235892157,0.00133569880108786,0.0595151362426178,-0.0637150614521138,0.0777117671771494,-0.0775654354602707,-0.0241395312746284,-0.0129700288777261,0.0788107549115769,0.00812507827707137,0.0426143591828747,0.00465129676253657,-0.0408600611910201,-0.0785045753903923,-0.0687164504684021,0.0423353296593258
"496100457",-0.033720239719852,-0.00320462540801819,-0.0365707589706409,0.0184318898284623,0.09840610129024,-0.0386939667502152,0.032539181706802,-0.121506730769552,-0.122502619559061,-0.118490098193486,0.215913979423173,0.0724721741789657,0.0526247831737856,-0.0553077881723632,0.0369290126050913,0.0135329552803425,0.13079405435807,0.0998989686164052,-0.0767379982047451,0.0164986912741959
"496100475",0.00229349565940914,-0.069016505606367,-0.0181300633037089,-0.0437879117411618,-0.0350091995228806,0.000205214789988615,0.0416965597074124,-0.0121426185215049,-0.127308527339478,0.00887224882968153,-0.0620735967956248,-0.0582505120745975,-0.0649843629517573,-0.0143457205753572,-0.00285146716508778,-0.0361145695777136,-0.0288122596030441,0.019997345104862,0.0792423589404451,0.0708512253233688
"496100473",-0.0806395640274058,-0.0144825680597162,-0.089144553535846,-0.0301310918411512,0.0427751004080558,0.00252789130724322,0.0705254307224327,-0.154329797169777,-0.1213231513855,-0.162783511206012,0.125288872635516,-0.0024978065394443,0.0671357768044772,0.0311189558503451,0.155558000070114,0.00306560597093073,0.0971898917967689,0.102360176366333,0.0347036970206773,0.1725457268515
"496100488",0.0257943160145515,0.000835554367292419,-0.00783306066405794,-0.0470564869757454,0.103962084421076,0.0384850332263104,0.0269406094194004,-0.024862002262494,-0.125225066591389,0.0163534723410298,0.0102848662161447,-0.0551653335332562,-0.00939677526193008,-0.0148897615861134,-0.0396540612216748,0.0254955360904852,-0.00158261187663155,-0.103019720305004,-0.0451903833696319,-0.0756053204956657
"496100502",-0.0532331794824295,0.024384874001199,-0.0439063745889,-0.113869521782506,-0.0161209567586976,0.0590336887874333,0.0400730686860627,-0.0355512282796537,0.081506736443762,0.0940162178330025,-0.0377849561753122,0.00516401895582401,0.122444024712842,-0.0740877708914265,-0.0152604361843532,0.163587554652879,0.0494965707203623,0.195400996804375,0.264377126302886,0.12195042553984
"496100533",0.031931896588404,0.144520565943852,-0.0364940421348988,-0.0149329297409616,-0.14288680173247,0.110895543228882,0.0448110776173619,-0.047669903098745,0.0788843961901072,-0.0363355503712164,-0.0217355268127519,-0.0785749813890301,0.126539083173053,0.0359910200233608,0.00442334205950887,0.00923710796292776,-0.058881346859524,-0.151726389317665,-0.00697204667262352,-0.106265140448053
"496100505",0.0796061729217817,0.119629338174472,0.125673609914588,-0.0285554508737196,0.0454633851501131,-0.0889614308829165,-0.014832363770613,0.0857699537436415,0.0751808759246913,0.428148507868142,-0.214704521547463,-0.0730975511037221,0.0645925202938617,0.229497864619819,-0.221811651460446,-0.0113570066956916,-0.113012135332985,-0.115174703984038,-0.155324695643502,-0.193772009686166
"496100526",0.0166081934254629,0.0427031592447584,-0.0061822977503047,0.0116117018319052,-0.0381960470713669,-0.0469975616684275,0.0165121511145054,0.00387266234754725,0.0867974894363523,-0.0324741296787919,-0.0149855371851818,-0.0605290392728313,0.0587975073590954,-0.0628049147121026,-0.00199085705463074,0.00164289436480531,-0.0458404508293568,-0.0665962815051001,0.166978321317726,0.0621400688066839
"496100525",-0.0141955196679403,0.0212031685013516,-0.0433455371894041,0.0355863959782417,-0.118438841712328,-0.0226227140535859,0.0333942312331196,0.0132494389667566,0.0831938437345342,-0.088747713321109,-0.0226750428612006,0.0453614663659369,0.0466697826332159,-0.00912576595169965,0.0994268575537524,0.00296483713722722,-0.00199124791702608,0.105701366900187,0.163793881198,0.0811379593151788
"496100513",0.0192204110037665,0.0903790599869922,-0.0494321242629813,0.00300201868923391,-0.155737455021416,-0.097246184521551,0.0511136720216686,-0.0198439347844592,0.0810753572065793,-0.0960766022573037,0.0489512366911951,-0.0180432431133515,0.0973175893367054,-0.0116680685561739,0.063856393091057,0.000715913447584277,-0.0173956893295042,0.0309561205366212,-0.113851634136364,0.0957015831052228
"496100517",-0.00183520888966018,-0.0260561901383853,0.034089566818754,0.00461607504106005,0.166366975552303,-0.0918467586108656,0.0167426906569514,0.032907850463012,0.0769179156316531,0.0639024121894996,-0.0627969989965675,-0.010505005580553,-0.0321064265966441,0.267233600793063,-0.0658712582890093,0.033297281219214,-0.00898486597705369,0.0140976797012648,0.140035788959024,0.0474139152564794
"496100504",-0.0674877274459104,0.00704633741511594,-0.0303694405744679,-0.0421172530159887,-0.23528667680359,-0.0674488473177115,0.0168694106164751,-0.0315344279680091,-0.120836741455086,-0.0326994655107844,-0.0426977409285016,-0.00641224739069456,0.0245481217472946,0.00920595423813009,0.0884059517174373,0.03054577535777,0.143029031340327,0.0070392950983898,-0.0338460205927082,-0.0201849475692545
"496100511",-0.100304025959435,-0.0618683619466476,-0.132066522479359,-0.022645809681706,-0.041798632937796,0.056683725160744,0.0244401787108545,-0.0204355219774219,-0.12004142066271,0.0290269412697397,-0.00550020997946223,0.211387674851748,0.0669898548794992,-0.0564922994799395,-0.0243866276629601,0.115266534314624,0.16753201562044,0.0628456523434661,-0.0647736371382317,0.0734064560230092
"496100540",0.0214419962365748,-0.045199069849184,0.0435286159592322,0.0682332646663783,0.0181747180066864,0.0641982725284691,0.000599079782576357,0.0691539317377677,-0.121958049894601,-0.00742651591836124,0.0357537277198731,-0.0317209458580038,-0.0405004247699391,-0.073989187644515,-0.0425844833340185,0.0114099628346702,0.0195678341794965,0.0235022070107491,0.187803732421217,0.0750385723821545
"496100564",0.0861160819585525,0.0628586933161263,0.136887841433589,0.056466718187358,0.153173993151897,-0.0393760444186629,0.0360945847939734,0.0871450401685486,-0.120995970713156,0.0320903078414077,-0.0679718598672959,-0.106120418145512,-0.0507392199613602,-0.0445748020522188,-0.0416331359144267,-0.0820991330557203,-0.0848101969623955,-0.198194308146944,-0.0648669412872599,-0.25101924892241
"496100553",-0.0118662939816884,0.0350839941778272,-0.0294732055123332,-0.105264464291674,0.0997051003513897,0.0840305961839051,0.0368490042203742,-0.0110554632004644,-0.114073998400621,0.026436135310039,-0.12741122821903,-0.05817934777985,0.103625071103391,-0.104718674910772,-0.14011221459504,0.153973584772107,0.0331108265792439,-0.0885676837795006,0.0235634325620706,-0.0708585670233512
"496100546",0.00615275506461694,-0.016216785494471,0.0125757129174959,-0.00104654336310277,-0.101587062697884,-0.00192299988431475,0.0225411030579955,0.0432480149314615,-0.127013956591911,0.0400657865350498,-0.0256503866598969,0.139502067203092,-0.0539761599647909,-0.0442832875245137,0.0102131582033627,-0.00757065634726285,0.0350698174703338,0.161031714060768,-0.0828952905229246,-0.0243129486652932
"496100556",0.182522060247922,0.0493766316035557,0.248546371508524,0.178011128926819,-0.0792512120772099,-0.0839880000390213,-0.0104910120235895,0.229171480243319,0.0887245826293288,0.156079660477952,-0.0140580799870996,-0.0317139599452565,-0.132511149955395,-0.0677650085306032,-0.112583673796825,-0.152280580443993,-0.0907017749335992,-0.112253035138022,-0.0501500753081291,-0.0951163106971136
"496100550",0.0814436920526844,0.0953930250968626,0.111334631325967,0.109597476159446,-0.104865348626872,-0.0234787610649046,0.0652312558605981,0.0690445859308,0.0776048875374842,-0.112975582409487,0.0900667050869606,-0.0382869370494715,0.00472106778628317,-0.0312629998285481,0.112798034305236,-0.0944705726621732,-0.0710275799621736,0.128088063261841,-0.0723018158065508,-0.0395254641631898
"496100555",-0.00846977813551382,0.0423084217646334,0.0527881954194282,-0.000208680549108547,-0.0692851955408942,0.115094509253677,0.0451133999098957,-0.0401433718840843,0.0899642111324346,-0.0547025114721082,-0.00625459173774291,0.114299408197717,0.00142721218588445,0.0443568469499653,0.011225965068738,-0.0333874511725596,0.100783182303142,-0.0962545198786725,-0.129429774537605,-0.145420831759308
